Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-09-23T15:28:45.672,E3B2 6BDE, A,E1,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-23T16:21:46.995,28FA 24FF, 6,CD,2015-09-23T15:28:45.017,ASL/16/3937*23
2015-09-24T07:13:27.007,334B 7FFF, C,EB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:13:27.995,334B 4B52, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:13:28.979,334B 4B52, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:40:02.381,334F FFF8, D,1B,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:40:07.008,0546 552C, C,6F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:40:08.021,5566 552D, D,28,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:40:09.030,5566 552D, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:41:14.900,5567 FFFF, D,59,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:41:15.949,5566 552D, D,A8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:41:16.927,5566 552D, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:41:17.936,5566 552D, D,39,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:43:50.506,5566 552F, D,49,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:43:51.518,5566 552D, D,1A,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:43:52.526,5566 552D, D,08,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:47:46.170,5FFF FC00, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:47:49.129,334B 4B52, D,38,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T07:47:50.114,2241 0912, C,2F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T08:06:41.643,334B 4B52, C,9D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T08:08:20.329,334B 4B52, C,7D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T08:33:48.841,234B 4B52, C,5E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T08:33:50.828,66CC CCB3, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:03:22.704,66CC CCB3, D,39,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:03:35.591,334B 4B52, C,7D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:03:38.550,334B 4B52, C,8C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:10:06.274,E000 0000, C,DA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:10:15.752,334B 4B52, C,5D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:10:30.594,334B 4B52, C,8C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:15:15.278,334B 4B52, C,DA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:24:22.700,5566 552D, C,CC,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:30:06.401,0440 11B1, C,2F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:35:55.705,5566 552D, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:36:41.575,5566 552D, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:38:11.662,457D DBE8, C,4F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:38:12.648,334B 4B52, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:39:53.773,334B 4B52, D,49,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:50:51.436,5566 552D, C,AC,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:51:51.661,5566 552D, C,6D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T09:51:52.670,5566 552D, C,7C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T11:30:06.078,5567 FFFF, C,AE,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T11:49:02.011,334B 4B52, C,BA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T11:55:13.511,334B 4B52, C,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T11:55:16.475,1343 4B50, C,2E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T11:56:35.544,334B 4B52, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:43:38.764,334B 4B52, C,6B,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:44:05.919,334B 4B52, C,8C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:44:06.929,5566 552D, C,7E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:44:07.938,5566 552D, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:47:36.404,5566 7FFF, D,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:47:37.414,5566 552D, E,08,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:49:52.056,5566 5780, E,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:49:53.066,5566 552D, D,F8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:52:08.514,5566 553F, D,C8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:52:09.559,5566 552D, E,18,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:53:17.686,5566 5FFF, E,3A,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:53:20.718,5566 552D, C,5E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:53:21.726,5566 552D, C,F8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:57:30.938,553F FFF0, D,C9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:57:31.947,5566 552D, D,B8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:58:30.325,5566 7FFF, D,A8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:58:31.334,5566 552D, D,58,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T12:58:49.826,4566 7FFF, C,8F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T13:02:18.286,5566 552D, D,28,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T13:02:19.297,5566 552D, D,68,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T13:30:27.005,5566 552D, D,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T14:45:35.742,334B 4B52, C,CA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T14:45:36.752,5566 552D, C,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T14:50:42.275,5566 552D, D,F9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T14:50:43.284,5566 552D, D,D9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T14:59:06.436,5566 7FFF, D,DA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:09:06.378,334B 4B52, C,8C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:09:07.363,334B 4B52, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:11:40.687,334B 4B52, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:11:41.697,5566 552D, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:11:42.707,5566 552D, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:11:43.719,5566 552D, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:11:44.729,5566 552D, D,58,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:41:19.143,5566 552F, D,59,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-24T15:41:20.152,5566 552D, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:12:02.316,5566 55C0, D,39,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:12:04.287,334B 4B52, C,7D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:12:14.291,334B 4AFF, C,6F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:12:16.266,334B 4B52, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:39.942,334B 4B52, C,FA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:40.926,334B 4B52, C,EA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:45.831,334F FFF0, C,EB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:46.823,334B 4B52, C,FA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:47.815,334B 4B52, C,EB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:53.765,334B 4B52, C,CA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:54.757,334B 4B52, C,AB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:56.741,334B 4B52, C,BB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:23:59.714,334B 4B52, C,9C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:24:00.700,334B 4B52, C,DB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:35:16.795,334B 4B52, C,DC,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:35:17.782,334B 4B52, D,39,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:35:18.766,334B 4B52, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:43:54.527,33FF FC00, D,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:59:11.972,334B 4B52, C,BB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T06:59:12.958,334B 4B52, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:13:33.146,334B 4B52, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:13:59.438,334B 4B52, C,8C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:14:00.429,334B 4B52, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:14:01.417,334B 4B52, C,CA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:22:40.349,334B 4B52, C,CB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:22:56.864,334B 4B52, C,9C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:23:10.098,334B 4B52, C,8C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:34:15.689,334B 4B52, C,CA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:34:26.765,334B 4B52, C,CA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:39:34.677,334B 4B52, C,EA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T07:39:50.694,334B 0B52, C,8F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:21.675,E000 0000, C,99,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:23.701,5566 552D, C,8E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:25.723,5566 552D, C,7E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:26.736,5566 552D, D,89,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:27.750,5566 552D, D,D8,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:28.762,5566 552D, D,38,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:08:29.772,5566 552D, D,48,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:09:23.098,5566 552F, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:09:24.110,5566 552D, C,BE,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:09:25.121,5566 552D, C,DA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:09:26.131,5566 552D, E,19,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:28:11.338,5566 552D, E,3A,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:42:11.543,5566 4B4B, C,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:50:22.592,334B 4B52, D,79,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:50:23.577,334B 4B52, D,09,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:52:04.711,334B 4B00, C,EA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T08:52:05.696,334B 4B52, C,6C,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:38:54.382,3349 4B52, D,4A,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:38:55.394,5566 552D, C,BA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:39:40.062,5566 552D, C,BB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:39:41.071,5566 552D, C,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:39:42.079,5566 552D, D,29,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:55:21.110,5566 57FF, C,FA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T09:55:22.121,5566 552D, D,48,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:00:22.925,5566 552D, C,AB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:00:24.943,1166 552D, C,5E,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:03:37.431,7FFF E000, E,4A,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:21:14.284,5567 FDFF, C,6F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:21:15.276,334B 4B52, C,BA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:21:16.266,334B 4B52, C,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:21:17.254,334B 4B52, C,E9,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:21:18.239,334B 4B52, C,AB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:26:22.948,33C0 0000, C,BA,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:34:04.910,334B 4FFF, C,CC,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:34:17.035,5566 552D, C,6D,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:34:18.048,5566 552D, D,58,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:34:19.059,5566 552D, D,88,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:34:20.068,5566 552D, D,98,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:56:41.879,9FFF C000, D,48,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T10:56:42.890,5566 552D, D,69,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T11:19:13.123,5566 552D, D,78,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T11:19:14.108,334B 4B52, D,38,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T12:35:56.462,334B FFF4, C,7F,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T12:35:59.419,334B 4B52, C,BB,2015-09-23T15:28:45.017,ASL/16/3937*23

2015-09-25T13:16:08.662,E3B2 69DF, A,E1,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:09.421,18F8 24FF, 4,CD,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:10.135,5566 6652, F,28,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:10.435,5566 4B2A, D,D8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:11.124,5566 6652, F,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:11.448,5566 4B2A, D,48,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:12.111,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:12.461,5566 4B2A, D,99,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:13.097,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:13.474,55FF FFC0, D,B9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:14.487,5566 6652, F,4A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:15.500,5566 6652, F,2A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:16.512,5566 6652, E,F8,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:17.525,5566 6652, F,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:18.537,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:19.549,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:20.561,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:21.573,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:21.647,5566 6652, F,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:22.585,5566 4B2A, D,69,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:23.597,5566 6652, E,F9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:24.608,5566 6652, F,2A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:25.620,5566 6652, F,0A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:26.632,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:27.645,5566 6652, F,18,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:28.538,5566 6652, F,4A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:28.658,66AD B4CC, F,78,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:29.520,5566 6652, F,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:29.671,66AF FFFE, F,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:30.683,5566 6652, F,18,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:31.695,5566 6652, F,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:32.707,5566 6652, F,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:33.100,5566 6652, E,F9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:33.719,5566 4B2A, D,89,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:34.089,5566 6652, F,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:34.731,5566 4B2A, D,48,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:35.076,5566 6652, F,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:35.743,5566 4B2A, D,48,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:36.062,5566 6652, F,4A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:36.754,7FFF F000, D,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:37.766,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:38.778,5566 6652, F,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:39.789,5566 6652, F,18,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:40.801,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:41.812,5566 6652, F,2A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:42.823,5566 6652, F,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:43.834,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:44.845,5566 6652, F,39,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:45.542,5566 6652, F,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:45.856,5566 4B2A, C,EA,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:46.529,5566 6652, F,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:46.867,5566 4B2A, D,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:47.515,5566 6652, F,49,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:47.877,553F FFE0, C,E9,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:48.887,5566 6652, F,09,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:49.896,5566 6652, F,29,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:50.906,5566 6652, F,2A,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:51.916,5566 6652, F,19,2015-09-25T13:16:08.017,ASL/16/3937*24

2015-09-25T13:16:52.926,5566 6652, F,09,2015-09-25T13:16:08.017,ASL/16/3937*24

